Concurso;Data Sorteio;1ª Dezena;2ª Dezena;3ª Dezena;4ª Dezena;5ª Dezena;6ª Dezena;Ganhadores_Sena;Rateio_Sena;Ganhadores_Quina;Rateio_Quina;Ganhadores_Quadra;Rateio_Quadra;Valor_Acumulado;Estimativa_Prêmio;Acumulado_Mega_da_Virada
1986;09/11/2017;23;36;43;44;55;56;0;0,00;41;46212,57;3164;855,47;19112620,03;24000000,00;65609106,42
1987;11/11/2017;10;14;31;34;45;58;0;0,00;59;38516,27;3920;828,15;23298729,51;29000000,00;66207122,08
1988;16/11/2017;5;10;39;42;46;54;0;0,00;87;29177,91;5711;634,98;27974872,76;33000000,00;66875142,54
1989;18/11/2017;15;22;30;32;40;58;0;0,00;47;56106,95;3280;1148,53;45258494,61;50000000,00;67569096,93
1990;22/11/2017;11;24;26;34;37;59;0;0,00;78;41488,51;5852;789,98;51219738,92;60000000,00;68420703,27
1991;25/11/2017;19;20;28;34;36;44;0;0,00;80;48195,29;6152;895,32;58322202,57;65000000,00;69435340,94
1992;29/11/2017;5;11;13;21;53;54;2;32953918,65;142;28999,41;11405;515,80;0,00;2500000,00;70519003,07
1993;02/12/2017;6;17;33;48;50;57;0;0,00;39;42108,85;3063;765,93;3025188,60;6700000,00;70951172,88
1994;06/12/2017;2;5;12;32;40;44;0;0,00;51;35175,84;3686;695,28;23288225,90;28000000,00;71423269,68
1995;09/12/2017;14;26;29;35;37;39;0;0,00;66;38617,02;4840;752,27;27983241,76;33000000,00;72093986,24
1996;13/12/2017;7;20;21;24;40;56;0;0,00;144;19401,81;4933;809,08;33129825,41;39000000,00;72829212,49
1997;16/12/2017;1;7;14;31;35;46;0;0,00;86;36389,62;6280;711,89;38894707,46;43500000,00;73652767,08
1998;19/12/2017;8;21;24;25;52;57;0;0,00;61;36388,03;4810;659,24;42983572,73;48000000,00;74236890,71
1999;21/12/2017;15;37;38;42;49;50;0;0,00;73;39877,23;4434;937,89;139099571,93;280000000,00;139099571,93
2000;31/12/2017;3;6;10;17;34;37;17;18042279,04;4862;10565,03;173428;423,12;0,00;2000000,00;0,00
2001;03/01/2018;20;22;36;42;52;60;0;0,00;12;85088,83;1214;1201,53;1880911,11;4500000,00;268701,61
2002;06/01/2018;4;28;30;38;46;59;0;0,00;24;69257,39;2214;1072,51;4942816,72;8500000,00;706116,70
2003;10/01/2018;28;34;40;43;50;51;0;0,00;16;109937,90;1865;1347,38;8183091,48;12000000,00;1169013,11
2004;13/01/2018;1;5;14;23;35;45;3;4095573,45;79;28198,54;6444;493,85;0,00;12000000,00;1755245,82
2005;17/01/2018;11;19;22;33;34;53;0;0,00;44;42875,50;4052;665,11;11198253,50;15000000,00;2251699,00
2006;20/01/2018;1;9;14;20;25;54;0;0,00;71;31319,78;5500;577,58;15294551,69;20000000,00;2836884,47
2007;24/01/2018;4;14;39;41;54;58;0;0,00;42;53296,38;3340;957,42;19418008,50;24000000,00;3425949,74
2008;27/01/2018;22;27;33;42;58;59;0;0,00;49;51384,62;4215;853,36;24056145,97;30000000,00;4088540,82
2009;31/01/2018;1;37;44;46;48;50;0;0,00;46;59350,17;3665;1064,16;42512967,40;48000000,00;4806990,28
2010;03/02/2018;8;10;18;34;39;56;0;0,00;106;33705,40;7436;686,38;49094389,13;56000000,00;5747193,41
2011;06/02/2018;2;28;32;35;54;58;0;0,00;119;21054,02;5949;601,64;53709650,58;59000000,00;6406516,49
2012;08/02/2018;8;11;27;35;36;51;0;0,00;107;32506,98;6828;727,72;60116947,10;70000000,00;7321844,58
2013;10/02/2018;6;23;30;36;53;56;0;0,00;159;25057,74;8465;672,37;67456226,93;71000000,00;8370313,14
2014;14/02/2018;16;32;40;46;53;56;0;0,00;46;65621,53;4140;1041,61;92190618,41;100000000,00;9164679,05
2015;17/02/2018;17;18;27;32;39;58;1;104545829,37;130;51593,19;12558;762,98;0,00;3000000,00;10929709,20
2016;21/02/2018;4;11;17;18;21;48;0;0,00;64;23975,93;4543;482,51;2826635,42;6200000,00;11333514,27
2017;24/02/2018;2;10;11;24;38;56;0;0,00;123;16317,17;6125;468,10;6523761,62;11000000,00;11861675,17
2018;28/02/2018;11;22;25;27;55;59;0;0,00;83;26039,70;4661;662,42;10505093,47;15000000,00;12430436,87
2019;03/03/2018;23;41;46;52;54;59;0;0,00;54;48889,92;4043;932,84;32794593,50;40000000,00;13125188,27
2020;07/03/2018;2;36;46;48;57;60;0;0,00;46;67325,96;4530;976,66;38499582,15;45000000,00;13940186,66
2021;10/03/2018;7;14;32;37;40;60;0;0,00;101;35079,74;6982;724,93;45026259,92;52000000,00;14872569,21
2022;14/03/2018;4;28;45;48;52;60;0;0,00;79;47183,15;6343;839,50;51892650,46;60000000,00;15853482,16
2023;17/03/2018;1;6;7;8;23;56;2;29864355,95;217;19603,05;13622;446,11;0,00;3000000,00;16972919,52
2024;21/03/2018;16;20;23;29;35;47;0;0,00;45;32255,05;3221;643,75;21284448,74;25000000,00;17354887,21
2025;24/03/2018;4;24;46;52;55;56;0;0,00;53;47718,26;3730;968,62;25943257,19;30000000,00;18020431,29
2026;28/03/2018;10;23;31;33;51;52;0;0,00;105;24755,26;6365;583,39;30731445,06;35000000,00;18704458,15
2027;31/03/2018;11;15;29;37;39;44;0;0,00;76;32815,34;4916;724,73;35325592,81;40000000,00;19360764,99
2028;04/04/2018;7;11;24;36;42;58;4;10251126,97;261;11811,65;9867;446,34;0,00;3000000,00;20172038,59
2029;07/04/2018;6;15;18;33;37;40;0;0,00;78;21901,60;4398;554,90;17520439,23;22000000,00;20621597,69
2030;11/04/2018;4;27;38;40;58;59;1;22122662,60;63;39656,35;4017;888,49;0,00;3000000,00;21279058,18
2031;14/04/2018;18;23;37;39;50;55;0;0,00;48;36807,99;3252;776,13;3254601,23;6000000,00;21744001,22
2032;17/04/2018;6;14;19;20;39;53;0;0,00;27;41286,89;2075;767,46;5308080,78;8500000,00;22037355,46
2033;20/04/2018;10;18;33;38;40;43;1;9349630,55;27;81258,67;3644;860,11;0,00;3000000,00;22614719,73
2034;25/04/2018;6;7;13;17;22;56;1;2777651,27;89;16942,34;5597;384,86;0,00;15000000,00;23011527,07
2035;28/04/2018;30;35;36;38;49;52;0;0,00;37;58611,61;2668;1161,18;14510533,22;20000000,00;23582219,13
2036;02/05/2018;7;8;19;23;27;58;0;0,00;91;21948,81;6675;427,46;18189847,70;22000000,00;24107835,50
2037;05/05/2018;14;16;23;30;45;60;0;0,00;48;58276,76;4609;867,02;23342740,19;28000000,00;24843963,02
2038;08/05/2018;6;25;26;35;38;40;0;0,00;28;65960,70;2768;953,18;26744923,97;30000000,00;25329989,28
2039;10/05/2018;6;12;22;28;31;44;0;0,00;91;28718,92;6415;581,98;44786421,27;50000000,00;26017731,74
2040;12/05/2018;6;9;41;54;56;58;0;0,00;67;52696,38;5680;887,99;51290263,54;60000000,00;26946852,08
2041;16/05/2018;10;12;22;25;42;54;1;58932070,38;120;34570,08;9310;636,55;0,00;3000000,00;28038538,79
2042;19/05/2018;14;22;29;32;33;35;0;0,00;47;34505,69;3018;767,66;2987466,44;6500000,00;28465319,73
2043;23/05/2018;21;38;53;56;57;58;0;0,00;19;88579,73;2258;1064,79;6087756,99;10000000,00;28908218,39
2044;26/05/2018;7;14;47;54;56;60;0;0,00;49;39699,63;3612;769,37;24641743,07;30000000,00;29420134,65
2045;30/05/2018;15;25;27;45;46;50;1;29066470,84;70;34314,21;3921;875,13;0,00;3000000,00;30052238,63
2046;02/06/2018;3;6;11;27;28;46;0;0,00;80;17146,56;4630;423,24;2526861,75;5500000,00;30413218,90
2047;06/06/2018;1;18;19;29;44;54;0;0,00;30;55914,69;2390;1002,65;5616883,91;9500000,00;30854650,64
2048;09/06/2018;10;19;26;35;38;39;0;0,00;36;57189,69;3611;814,50;9409463,36;14000000,00;31396447,72
2049;13/06/2018;10;19;27;31;51;53;0;0,00;49;41855,71;4216;694,94;24258030,47;30000000,00;31936166,14
2050;16/06/2018;8;31;32;33;38;50;0;0,00;34;75709,93;3540;1038,79;28999862,98;35000000,00;32613570,80
2051;20/06/2018;1;5;6;37;44;53;0;0,00;46;55764,52;5251;697,87;33725171,79;38000000,00;33288614,92
2052;23/06/2018;50;51;56;57;58;59;4;9627559,21;152;17089,52;4816;770,52;0,00;2500000,00;33972195,67
2053;27/06/2018;12;22;27;37;40;55;0;0,00;17;66063,41;1582;1014,15;2068827,88;4500000,00;34267742,53
2054;30/06/2018;4;7;12;22;26;39;0;0,00;80;20194,81;5237;440,70;17174516,94;21000000,00;34692896,33
2055;03/07/2018;6;25;35;43;46;53;0;0,00;41;31190,36;2209;827,00;19530209,77;22000000,00;35029423,90
2056;05/07/2018;18;22;29;34;36;47;0;0,00;80;24597,04;4927;570,54;23155036,03;27500000,00;35547256,24
2057;07/07/2018;10;13;20;37;38;54;0;0,00;42;46108,12;4086;677,06;26722348,27;31000000,00;36056872,29
2058;11/07/2018;4;19;23;29;56;59;0;0,00;81;30543,83;5435;650,29;31279809,85;34000000,00;36707938,23
2059;14/07/2018;4;5;36;40;44;56;0;0,00;77;39904,70;5562;789,19;49363979,62;56000000,00;37516533,48
2060;18/07/2018;8;9;11;25;39;41;0;0,00;186;19455,08;8570;603,20;56029903,37;62000000,00;38468808,32
2061;21/07/2018;33;36;40;44;45;54;0;0,00;93;45677,31;6899;879,62;63855146,65;72000000,00;39586700,23
2062;25/07/2018;8;10;15;23;25;34;1;73450153,75;192;27128,74;13804;539,04;0,00;3000000,00;40957415,53
2063;28/07/2018;6;10;19;24;25;29;0;0,00;94;16561,93;5511;403,56;2867828,70;6000000,00;41367105,36
2064;01/08/2018;10;14;36;53;55;60;0;0,00;68;24717,90;3311;725,20;24852796,86;30000000,00;41809425,73
2065;04/08/2018;4;11;20;30;37;43;0;0,00;74;37180,01;4900;802,13;29921018,95;35000000,00;42533457,47
2066;08/08/2018;6;25;27;35;45;55;1;35155103,28;104;27320,77;7345;552,63;0,00;3000000,00;43281183,82
2067;11/08/2018;2;11;13;26;32;59;0;0,00;57;28876,29;3828;614,25;3032010,41;6500000,00;43714328,19
2068;14/08/2018;3;5;9;40;42;47;0;0,00;46;24333,27;2466;648,43;5093935,07;7500000,00;44008888,87
2069;16/08/2018;3;17;34;35;40;48;0;0,00;48;30930,59;3638;583,00;19225577,56;23000000,00;44399591,08
2070;18/08/2018;5;26;27;34;42;48;0;0,00;84;25629,96;5654;543,96;23191475,97;27500000,00;44966148,01
2071;22/08/2018;24;33;34;35;46;60;0;0,00;33;75294,40;3760;944,04;27768582,95;33000000,00;45620020,45
2072;25/08/2018;10;12;13;20;22;54;0;0,00;135;21303,29;8860;463,71;33066374,91;40000000,00;46376847,88
2073;29/08/2018;12;15;18;30;52;55;0;0,00;80;36914,78;5335;790,78;38506447,56;45000000,00;47154001,13
2074;01/09/2018;8;18;23;37;42;58;2;22327541,33;172;19405,99;8812;541,11;0,00;20000000,00;48032377,59
2075;05/09/2018;7;9;23;33;57;59;0;0,00;98;21221,93;5737;517,87;19815375,66;24000000,00;48579679,79
2076;08/09/2018;5;6;12;15;22;43;0;0,00;86;22660,94;5364;519,02;23405346,10;28000000,00;49092532,72
2077;12/09/2018;13;16;26;35;37;39;1;27758694,68;117;20198,69;6080;555,27;0,00;2500000,00;49714439,67
2078;15/09/2018;2;11;15;30;36;39;0;0,00;26;58827,22;2715;804,79;2817514,15;5000000,00;50116941,72
2079;18/09/2018;1;2;14;37;55;58;0;0,00;23;43305,35;1681;846,45;14977664,94;17000000,00;50379053,04
2080;20/09/2018;10;22;40;46;55;58;0;0,00;38;43325,46;2892;813,26;18010447,03;22000000,00;50812307,63
2081;22/09/2018;13;18;35;40;41;42;1;21763750,54;128;15918,03;4287;678,96;0,00;2500000,00;51348493,85
2082;26/09/2018;6;25;33;42;48;49;1;2420701,10;32;41065,46;2640;711,09;0,00;3000000,00;51694308,31
2083;29/09/2018;1;18;19;33;56;60;0;0,00;80;18316,40;3935;531,97;2699258,48;6000000,00;52079916,68
2084;03/10/2018;7;20;26;37;38;39;0;0,00;48;32980,17;2667;847,95;14932202,45;19000000,00;52496508,29
2085;06/10/2018;12;21;25;37;38;49;0;0,00;64;36356,37;4786;694,52;19218427,31;23000000,00;53108826,15
2086;10/10/2018;4;35;43;46;47;53;0;0,00;33;68459,21;4355;741,07;23380026,68;27000000,00;53703340,35
2087;13/10/2018;2;18;19;23;34;53;1;27364769,44;52;41598,96;4898;630,91;0,00;2500000,00;54272589,33
2088;17/10/2018;3;14;24;27;38;56;1;2526635,00;56;24492,89;3262;600,68;0,00;3000000,00;54633537,21
2089;20/10/2018;5;10;32;38;48;49;0;0,00;29;53143,74;2665;826,14;14026432,08;18000000,00;55039107,86
2090;23/10/2018;8;11;18;37;40;51;0;0,00;43;32027,59;2659;739,90;16563354,06;20000000,00;55401525,29
2091;25/10/2018;10;11;12;37;38;59;1;20024894,84;75;25054,96;3855;696,35;0,00;2500000,00;55896031,13
2092;27/10/2018;11;13;15;17;22;27;0;0,00;175;7503,65;6609;283,84;2418938,40;5500000,00;56241593,77
2093;31/10/2018;8;14;27;34;52;54;0;0,00;46;33553,03;3177;694,02;5262116,11;10000000,00;56647762,03
2094;03/11/2018;4;16;19;31;33;44;0;0,00;66;26830,90;4528;558,69;17652712,20;22000000,00;57113772,39
2095;07/11/2018;16;29;35;43;49;56;0;0,00;78;30872,83;4637;741,88;22088650,30;27000000,00;57747477,85
2096;10/11/2018;6;11;13;19;24;51;0;0,00;185;14941,13;10842;364,20;27180430,89;33000000,00;58474875,10
2097;14/11/2018;9;24;28;45;49;51;0;0,00;113;25984,88;6422;653,17;32589388,72;37000000,00;59247583,38
2098;17/11/2018;2;8;18;27;38;60;0;0,00;85;33312,96;6551;617,48;37805495,92;43500000,00;59992741,57
2099;21/11/2018;5;15;20;27;30;58;0;0,00;97;34495,53;7549;633,20;60511157,87;70000000,00;60873285,26
2100;24/11/2018;1;10;11;13;35;49;1;69186484,11;266;17704,75;15540;432,93;0,00;3000000,00;62112617,60
2101;28/11/2018;2;8;18;37;56;58;0;0,00;61;23013,76;3852;520,63;2586019,52;6000000,00;62482048,98
2102;01/12/2018;4;6;17;34;51;57;0;0,00;77;25027,75;4557;604,13;6136007,75;10000000,00;62989190,17
2103;04/12/2018;3;13;40;44;46;50;0;0,00;40;34939,71;2226;896,92;8710512,49;12000000,00;63356976,58
2104;06/12/2018;2;10;12;27;45;56;0;0,00;79;23992,25;5762;469,92;25324918,26;30000000,00;63855762,93
2105;08/12/2018;11;13;16;24;31;46;0;0,00;106;22882,49;6029;574,73;29793024,64;36000000,00;64494063,86
2106;12/12/2018;3;27;36;39;40;43;0;0,00;82;35639,55;5610;744,19;35176471,32;42000000,00;65263127,68
2107;15/12/2018;8;38;44;50;56;60;0;0,00;72;46944,97;5454;885,33;41402855,76;48000000,00;66152611,19
2108;18/12/2018;19;22;29;41;44;59;0;0,00;58;41585,34;4051;850,56;45845920,47;50000000,00;66787334,74
2109;20/12/2018;4;12;16;34;44;49;0;0,00;125;25268,09;7480;603,22;135838889,05;280000000,00;135838889,05
2110;31/12/2018;5;10;12;18;25;33;52;5818007,36;7688;6644,73;303857;240,17;0,00;2000000,00;0,00
2111;02/01/2019;1;41;44;46;54;58;0;0,00;4;169338,14;689;1404,42;1247754,69;4000000,00;178250,69
2112;05/01/2019;17;39;43;46;52;53;0;0,00;34;48935,85;2547;933,20;4312684,25;8000000,00;616097,77
2113;09/01/2019;11;14;21;25;46;50;0;0,00;30;63724,36;2752;992,38;7834293,88;12000000,00;1119184,88
2114;12/01/2019;17;25;30;35;42;57;0;0,00;70;34091,54;4376;779,05;19917929,17;25000000,00;1747186,82
2115;15/01/2019;4;19;27;35;40;44;0;0,00;75;23377,95;4470;560,35;23147777,55;27000000,00;2208593,74
2116;17/01/2019;1;9;19;21;34;54;0;0,00;91;24748,67;5468;588,39;27296435,12;33000000,00;2801259,13
2117;19/01/2019;4;28;29;30;43;52;0;0,00;44;60858,91;4036;947,82;32229209,46;38000000,00;3505941,19
2118;23/01/2019;11;12;20;40;41;46;1;37902607,11;58;53100,77;4135;1064,03;0,00;2500000,00;4316426,59
2119;26/01/2019;19;21;26;31;42;49;0;0,00;46;33531,53;2569;857,72;15932005,75;20000000,00;4722334,58
2120;30/01/2019;13;20;24;25;38;41;0;0,00;61;34732,22;3897;776,66;19834810,62;25000000,00;5279878,14
2121;02/02/2019;8;10;17;29;37;40;1;24666686,76;82;31988,03;5493;682,17;0,00;3000000,00;5970146,17
2122;06/02/2019;3;11;15;21;27;49;0;0,00;92;15878,62;4938;422,62;2691007,02;5500000,00;6354575,76
2123;09/02/2019;14;15;47;50;56;59;0;0,00;28;67090,90;2301;1166,29;6151484,68;10000000,00;6848929,74
2124;13/02/2019;2;11;20;31;43;47;0;0,00;41;48151,82;3660;770,57;21431176,83;26000000,00;7368462,53
2125;16/02/2019;1;31;44;46;53;58;0;0,00;55;48968,88;4090;940,72;26392497,79;32000000,00;8077222,68
2126;20/02/2019;7;12;24;27;39;58;0;0,00;130;21346,79;8139;487,08;31504492,15;37000000,00;8807507,61
2127;23/02/2019;1;7;28;30;44;46;0;0,00;76;42197,60;6182;741,09;37412155,60;43000000,00;9651459,54
2128;26/02/2019;11;16;24;46;54;55;0;0,00;47;50144,89;4353;773,45;41753647,06;46000000,00;10271672,63
2129;28/02/2019;6;12;31;32;46;60;0;0,00;50;62827,80;5113;877,70;63951940,16;73000000,00;11098354,14
2130;02/03/2019;13;16;36;53;54;55;0;0,00;101;42283,94;7900;772,27;71818978,53;80000000,00;12222216,77
2131;06/03/2019;2;3;6;18;20;28;1;78938208,62;414;9335,09;16733;329,94;0,00;3000000,00;13239249,64
2132;09/03/2019;5;18;30;35;39;60;0;0,00;41;41495,70;2912;834,63;3134017,09;7000000,00;13686966,38
2133;13/03/2019;19;20;26;51;52;57;0;0,00;32;58792,56;2790;963,31;6599683,59;11000000,00;14182061,61
2134;16/03/2019;6;21;34;46;54;59;0;0,00;60;39699,48;4157;818,57;27313901,30;33000000,00;14808895,40
2135;20/03/2019;9;23;28;40;48;59;1;32689083,52;50;58359,12;4546;916,96;0,00;3000000,00;15576778,59
2136;23/03/2019;1;8;11;22;30;35;0;0,00;63;25942,87;4209;554,72;3010737,98;6000000,00;16006884,02
2137;27/03/2019;1;2;11;12;34;49;0;0,00;45;36544,41;4488;523,45;6040076,83;10000000,00;16439646,73
2138;30/03/2019;4;13;14;21;30;34;0;0,00;59;36206,08;4532;673,35;9975105,74;15000000,00;17001793,74
2139;03/04/2019;14;23;29;41;57;58;0;0,00;65;34758,78;3441;937,98;26401819,43;32000000,00;17596351,76
2140;06/04/2019;17;20;26;36;42;54;0;0,00;66;46099,13;5044;861,71;32006503,13;40000000,00;18397020,86
2141;10/04/2019;10;11;17;19;37;41;0;0,00;117;27422,28;8868;516,85;37916725,50;45000000,00;19241338,37
2142;13/04/2019;7;40;44;50;52;57;0;0,00;65;55484,51;5028;1024,68;44560265,75;52000000,00;20190415,56
2143;17/04/2019;2;12;35;51;57;58;0;0,00;81;48904,73;6545;864,62;51857366,14;60000000,00;21232858,49
2144;20/04/2019;7;16;21;33;55;60;0;0,00;188;21418,23;10251;561,14;79937877,70;90000000,00;22292497,29
2145;24/04/2019;6;8;28;51;53;59;0;0,00;115;55420,70;10504;866,79;91678314,54;105000000,00;23969702,57
2146;27/04/2019;16;18;31;39;42;44;0;0,00;283;30594,81;15338;806,43;107627872,22;125000000,00;26248210,83
2147;02/05/2019;17;19;37;41;42;49;0;0,00;366;28739,81;28045;535,81;127004551,65;140000000,00;29016307,90
2148;04/05/2019;8;15;32;33;58;59;0;0,00;296;37666,84;21684;734,53;147542893,55;170000000,00;31950356,75
2149;08/05/2019;21;23;37;44;46;48;0;0,00;496;35200,20;32880;758,57;242415370,56;275000000,00;36544909,01
2150;11/05/2019;23;24;26;38;42;49;1;289420865,00;838;30450,20;56994;639,59;0,00;3000000,00;43259979,66
2151;15/05/2019;2;14;18;29;36;38;0;0,00;80;23556,59;5236;514,16;3471496,94;7000000,00;43755907,79
2152;18/05/2019;26;29;36;49;50;59;0;0,00;28;77547,60;2420;1281,77;7471320,38;12000000,00;44327311,16
2153;22/05/2019;8;13;28;31;32;33;1;11825289,36;127;18610,89;6356;531,23;0,00;3000000,00;44949306,75
2154;25/05/2019;7;25;41;47;50;53;0;0,00;36;49285,49;2951;858,92;42302182,71;48000000,00;45416221,93
2155;29/05/2019;2;6;27;37;44;47;0;0,00;91;34590,53;6630;678,24;48100647,44;55000000,00;46244574,04
2156;01/06/2019;1;6;23;26;39;49;0;0,00;91;40927,21;7556;704,14;54961340,62;63000000,00;47224673,09
2157;05/06/2019;31;33;34;35;39;48;0;0,00;188;21377,17;8779;653,98;62364593,11;70000000,00;48282280,60
2158;08/06/2019;9;27;35;45;46;59;0;0,00;109;42724,12;8855;751,29;70943146,49;80000000,00;49507788,24
2159;12/06/2019;14;26;35;38;45;53;0;0,00;170;27678,48;9781;687,24;103062063,53;115000000,00;50746036,10
2160;15/06/2019;1;19;46;47;49;53;0;0,00;116;49024,59;9486;856,42;113537844,31;125000000,00;52242576,22
2161;19/06/2019;8;9;10;24;42;44;1;124209628,25;255;22718,64;15769;524,83;0,00;2500000,00;53767116,80
2162;22/06/2019;11;16;22;30;34;42;0;0,00;35;44279,94;2763;801,30;2854890,61;6200000,00;54174958,32
2163;26/06/2019;8;18;20;24;36;45;0;0,00;75;23088,84;4758;519,92;6044795,82;10000000,00;54630659,09
2164;29/06/2019;16;17;25;47;48;58;0;0,00;51;43294,26;3431;919,35;29761158,96;34400000,00;55211713,68
2165;03/07/2019;5;37;43;49;54;56;1;35218398,02;113;26216,82;8189;516,80;0,00;3000000,00;55991319,28
2166;06/07/2019;3;19;34;44;56;58;0;0,00;44;39121,73;3749;655,92;3170919,23;6000000,00;56444307,75
2167;09/07/2019;27;37;38;43;45;54;0;0,00;37;28747,30;1971;770,92;5130274,80;7500000,00;56724215,70
2168;11/07/2019;1;4;25;27;29;37;1;8177021,67;66;25059,82;4054;582,82;0,00;2500000,00;57159465,26
2169;13/07/2019;7;34;45;51;54;59;0;0,00;18;77574,63;2145;929,96;12759137,05;16000000,00;57526924,07
2170;17/07/2019;10;21;24;36;38;51;0;0,00;79;28962,87;4697;695,90;16973996,11;22000000,00;58129046,82
2171;20/07/2019;12;13;19;36;44;55;1;21978571,91;118;23023,47;7127;544,56;0,00;3000000,00;58843986,23
2172;24/07/2019;9;24;28;37;43;57;0;0,00;73;19687,16;3356;611,76;2647404,63;6000000,00;59222186,91
2173;27/07/2019;2;9;42;44;48;50;0;0,00;51;35892,64;3884;673,28;6019424,06;10000000,00;59703903,99
2174;31/07/2019;10;15;34;36;56;60;0;0,00;52;38251,95;3892;730,10;21565438,38;26000000,00;60227351,64
2175;03/08/2019;7;25;32;43;53;55;0;0,00;73;39289,03;5485;746,99;26848778,98;32000000,00;60982114,60
2176;06/08/2019;8;23;25;39;43;44;1;30505746,02;61;32544,44;4688;604,95;0,00;2000000,00;61504538,48
2177;08/08/2019;9;11;14;31;48;51;0;0,00;49;26809,19;2338;802,67;2419882,57;5000000,00;61850236,00
2178;10/08/2019;2;16;21;42;50;56;0;0,00;25;63031,11;2304;977,04;5322631,02;9000000,00;62264914,37
2179;14/08/2019;2;13;24;35;50;54;0;0,00;55;34715,39;4563;597,77;20015946,48;24000000,00;62767374,01
2180;17/08/2019;10;12;16;21;28;38;0;0,00;95;28276,52;6869;558,67;24964336,79;31000000,00;63474286,93
2181;21/08/2019;1;8;19;33;36;48;0;0,00;138;19778,72;8329;468,15;29992295,27;35000000,00;64192566,73
2182;24/08/2019;19;22;39;46;47;59;0;0,00;66;46519,40;5179;846,90;35648074,87;42000000,00;65000535,25
2183;28/08/2019;13;26;30;34;43;51;0;0,00;74;42642,36;6087;740,57;41460901,74;47000000,00;65830939,11
2184;31/08/2019;15;36;45;51;52;59;0;0,00;64;55232,15;5158;979,02;65545159,82;72000000,00;66761164,73
2185;04/09/2019;9;18;19;22;42;47;0;0,00;115;36432,16;9835;608,56;73263025,80;80000000,00;67863717,02
2186;09/09/2019;12;18;19;27;41;46;0;0,00;131;39638,11;11409;650,18;82828325,78;90000000,00;69230188,45
2187;11/09/2019;10;11;16;21;46;50;0;0,00;124;40602,31;10072;714,09;92102746,61;100000000,00;70555105,72
2188;14/09/2019;2;17;21;28;51;60;0;0,00;154;47474,72;13387;780,19;105570573,43;120000000,00;72479081,00
2189;18/09/2019;4;11;16;22;29;33;1;120085143,97;406;19407,24;24366;461,96;0,00;38000000,00;74552591,09
2190;21/09/2019;5;9;20;25;35;53;0;0,00;94;29098,66;6835;571,69;39320939,03;44000000,00;75272400,15
2191;24/09/2019;4;8;26;33;46;53;1;43258437,80;104;20552,88;5272;579,20;0,00;2300000,00;75834899,99
2192;26/09/2019;7;16;37;53;57;59;0;0,00;38;36389,59;2635;749,69;2547271,23;5500000,00;76198795,89
2193;28/09/2019;7;8;22;27;29;42;1;5698505,42;55;31103,09;4664;523,97;0,00;3000000,00;76648972,22
2194;02/10/2019;8;16;20;21;31;34;0;0,00;38;42670,91;2925;791,93;14088559,55;18000000,00;77075681,25
2195;05/10/2019;14;24;32;38;46;53;0;0,00;107;24440,78;6144;608,06;18905966,69;25000000,00;77763882,29
2196;09/10/2019;1;25;27;28;41;56;0;0,00;58;47367,07;4166;942,07;23966764,20;30000000,00;78486853,38
2197;14/10/2019;3;11;29;35;44;57;0;0,00;150;20886,96;7727;579,23;29738161,42;34000000,00;79311338,72
2198;16/10/2019;1;11;34;36;44;56;1;34615569,28;47;56334,80;4402;859,26;0,00;3000000,00;80008111,29
2199;19/10/2019;15;23;30;35;38;44;0;0,00;29;58063,07;3056;787,13;17954178,62;21500000,00;80451224,18
2200;22/10/2019;11;15;28;36;43;55;0;0,00;52;31034,46;3371;683,89;20926952,62;24000000,00;80875906,20
2201;24/10/2019;3;13;23;41;49;53;0;0,00;60;34586,33;5425;546,45;24749652,29;30000000,00;81422006,17
2202;26/10/2019;11;29;37;38;43;60;0;0,00;48;51806,91;3717;955,73;29330473,90;35000000,00;82076409,26
2203;30/10/2019;17;34;46;49;50;57;0;0,00;57;49414,01;4811;836,35;34518944,88;40000000,00;82817619,41
2204;04/11/2019;1;28;29;32;35;56;0;0,00;76;45148,15;5847;838,34;55224861,21;60000000,00;83720582,36
2205;06/11/2019;12;21;28;37;42;57;1;61429947,73;112;30075,67;6318;761,65;0,00;3000000,00;84607023,31
2206;09/11/2019;6;27;38;42;45;57;0;0,00;51;31401,56;3495;654,60;2950094,24;6500000,00;85028465,35
